Variable,REGION,EMISSION,TECHNOLOGY,STORAGE,TIMESLICE,FUEL,SEASON,DAYTYPE,DAILYTIMEBRACKET,MODE_OF_OPERATION,REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGEL3I,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGEL3I,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGEL3R,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGEL3R,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGEL3U,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGEL3U,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGGAS,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGGAS,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGOIL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,SN,UGOIL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGBIOMASS,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGBIOMASS,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGCOAL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGCOAL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGDIESEL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGDIESEL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL_Export,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL_Export,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL1,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL1,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL2,,,,1,,5.55030347614959,6.32047578325031,6.47068164824852,7.58308723011809,8.57254863747583,9.56747391270686,10.5653354047737,11.5672466266279,12.5747720289226,13.5862836586417,14.5969590927022,15.874641733871,17.5731670849215,19.280462044967,20.994071192512,22.7132467518057,24.4360780557506,26.1665703958329,27.7460197744401,29.0556763970446,30.8044855885065,33.7201605587182,36.6129321222664,36.1826917503308,38.6749174635541,41.327671120185,44.3663139971103,47.4311930147838,49.2735648949551,51.3986720476867,54.6145138576489,59.696557003776,59.5228870956838,64.3704083562591,69.2179632615584,74.3232179116901,79.8412901080688,84.9561310420977,90.0761883843457,95.2016460921041,100.332203540238,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL2,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL3C,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL3C,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL3I,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL3I,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL3R,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL3R,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL3U,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGEL3U,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGGAS,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGGAS,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGOIL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WD,UGOIL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGBIOMASS,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGBIOMASS,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGCOAL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGCOAL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGDIESEL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGDIESEL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL_Export,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL_Export,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL1,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL1,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL2,,,,1,,5.2163483129998,5.94018026779789,6.08134842443167,7.12682188462927,8.05674857516576,8.99181037913988,9.92963173127273,10.8712591457651,11.8181629421338,12.7688131193607,13.718677413828,15.3024864917576,16.898587416428,18.5028988903544,20.1158961170962,21.7316309263744,23.3508015184931,24.9771721913108,26.6091349160926,28.2458624747931,29.889447895814,32.629690168597,35.3905330058473,38.1751827501098,40.9834068310837,43.8156438410799,46.6714551877874,49.5519240778382,52.458283188378,55.379682431782,58.4020308623417,63.1782935128089,67.9604904336189,72.7475898975656,77.5397647934487,82.3378423393135,87.1388854553471,91.9459724898011,96.7579620673919,101.575027076919,106.396884981505,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL2,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL3C,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL3C,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL3I,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL3I,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL3R,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL3R,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL3U,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGEL3U,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGGAS,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGGAS,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGOIL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00T00,,WN,UGOIL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGBIOMASS,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGBIOMASS,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGCOAL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGCOAL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGDIESEL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGDIESEL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL_Export,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL_Export,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL1,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL1,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL2,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL2,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL3C,,,,1,,0.630177592464,0.71706254292,0.731717835768,0.85838143824,0.969342941232,1.081351250856,1.192312753848,1.304321063472,1.416329373096,1.527290876088,1.639299185712,1.828771186104,2.019289993128,2.209808800152,2.399280800544,2.589799607568,2.77927160796,2.969790414984,3.160309222008,3.3497812224,3.540300029424,3.844920759336,4.149541489248,4.453115412528,4.75773614244,5.062356872352,5.366977602264,5.671598332176,5.976219062088,6.279792985368,6.58441371528,7.150736103192,7.717058491104,8.283380879016,8.849703266928,9.41602565484,9.982348042752,10.548670430664,11.114992818576,11.681315206488,12.2476375944,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL3C,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL3I,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL3I,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL3R,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL3R,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL3U,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGEL3U,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGGAS,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGGAS,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGOIL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SD,UGOIL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGBIOMASS,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGBIOMASS,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGCOAL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGCOAL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGDIESEL,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGDIESEL,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL_Export,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL_Export,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL1,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL1,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL2,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL2,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL3C,,,,1,,0.578891187336,0.65870508858,0.672167674332,0.78852287976,0.890453886168,0.993346505844,1.095277512252,1.198170131928,1.301062751604,1.402993758012,1.505886377688,1.679938379196,1.854951993972,2.029965608748,2.204017610256,2.379031225032,2.55308322654,2.728096841316,2.903110456092,3.0771624576,3.252176072376,3.532005533364,3.811834994352,4.090702842072,4.37053230306,4.650361764048,4.930191225036,5.210020686024,5.489850147012,5.768717994732,6.04854745572,6.568780233708,7.089013011696,7.609245789684,8.129478567672,8.64971134566,9.169944123648,9.690176901636,10.210409679624,10.730642457612,11.2508752356,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL3C,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL3I,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RateOfProductionByTechnologyByMode,Uganda,,UGEL00TDC,,SN,UGEL3I,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
